Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom_Complert,Nascut_a_Espanya,Salari numeric,naixament,Edat,increment,Salari actualitzat
Marta,Martínez Ferrer,Espanya,València,2,11,2001,Dona,806 €,No,Grup A,Marta Martínez Ferrer,Sí,806,2001-11-02,24,5%,846.3
Jordi,Ferrer Martínez,Espanya,València,12,11,1981,Home,1.664 €,No,Grup A,Jordi Ferrer Martínez,Sí,1664,1981-11-12,43,5%,1747.2
Oriol,Castells Ferrer,Espanya,València,14,10,1959,Home,1.576 €,Sí,Grup A,Oriol Castells Ferrer,Sí,1576,1959-10-14,66,5%,1654.8
Carla,López,Espanya,València,27,6,1972,Dona,912 €,No,Grup A,Carla López,Sí,912,1972-06-27,53,5%,957.6
Marc,Romero,Espanya,València,8,6,1957,Home,793 €,Sí,Grup A,Marc Romero,Sí,793,1957-06-08,68,5%,832.65
Oriol,Martínez,Espanya,València,17,7,1951,Home,1.593 €,No,Grup A,Oriol Martínez,Sí,1593,1951-07-17,74,5%,1672.65
Marta,Sánchez,Espanya,València,28,10,1980,Dona,1.357 €,Sí,Grup A,Marta Sánchez,Sí,1357,1980-10-28,45,5%,1424.85
Carla,López,Espanya,València,4,6,1994,Dona,994 €,Sí,Grup A,Carla López,Sí,994,1994-06-04,31,5%,1043.7
Oriol,Martínez Sánchez,Espanya,València,3,9,1969,Home,1.214 €,Sí,Grup A,Oriol Martínez Sánchez,Sí,1214,1969-09-03,56,5%,1274.7
Carla,Castells López,Espanya,València,17,10,1966,Dona,1.034 €,No,Grup A,Carla Castells López,Sí,1034,1966-10-17,59,5%,1085.7
Clara,García López,Espanya,València,21,1,1983,Dona,1.101 €,Sí,Grup A,Clara García López,Sí,1101,1983-01-21,42,5%,1156.05
Eva,Martínez,Espanya,València,4,12,1970,Dona,1.238 €,No,Grup A,Eva Martínez,Sí,1238,1970-12-04,54,5%,1299.9
Carla,Sánchez,Espanya,València,10,6,1981,Dona,719 €,Sí,Grup A,Carla Sánchez,Sí,719,1981-06-10,44,5%,754.95
Joan,García,Espanya,València,1,4,1977,Home,1.591 €,Sí,Grup A,Joan García,Sí,1591,1977-04-01,48,5%,1670.55
Núria,García,Espanya,València,11,4,1993,Dona,799 €,No,Grup A,Núria García,Sí,799,1993-04-11,32,5%,838.95
Eva,García,Espanya,València,22,6,1993,Dona,1.444 €,No,Grup A,Eva García,Sí,1444,1993-06-22,32,5%,1516.2
Oriol,Sánchez García,Espanya,València,21,5,1993,Home,895 €,No,Grup A,Oriol Sánchez García,Sí,895,1993-05-21,32,5%,939.75
Arnau,Romero Martínez,Espanya,València,7,5,1962,Home,1.245 €,Sí,Grup A,Arnau Romero Martínez,Sí,1245,1962-05-07,63,5%,1307.25
Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Home,968 €,No,Grup A,Marc Sánchez Ferrer,Sí,968,1998-04-01,27,5%,1016.4
Anna,Sánchez,Espanya,València,5,6,1988,Dona,965 €,No,Grup A,Anna Sánchez,Sí,965,1988-06-05,37,5%,1013.25
Núria,Ferrer,Espanya,València,26,4,1995,Dona,1.233 €,No,Grup A,Núria Ferrer,Sí,1233,1995-04-26,30,5%,1294.65
Toni,García,Espanya,València,4,5,1952,Home,1.079 €,No,Grup A,Toni García,Sí,1079,1952-05-04,73,5%,1132.95
Núria,Martínez Ferrer,Espanya,València,4,11,1976,Dona,1.028 €,No,Grup A,Núria Martínez Ferrer,Sí,1028,1976-11-04,49,5%,1079.4
Oriol,Sánchez García,Espanya,València,16,7,1965,Home,1.273 €,No,Grup A,Oriol Sánchez García,Sí,1273,1965-07-16,60,5%,1336.65
Clara,Romero García,Espanya,València,8,2,1989,Dona,1.246 €,Sí,Grup A,Clara Romero García,Sí,1246,1989-02-08,36,5%,1308.3
Michel,Moreau,França,Lió,2,5,1970,Home,810 €,No,Grup A,Michel Moreau,No,810,1970-05-02,55,5%,850.5
Michel,Lefevre,França,Lió,14,1,1985,Home,821 €,Sí,Grup A,Michel Lefevre,No,821,1985-01-14,40,5%,862.05
Louis,Moreau,França,Lió,13,2,1974,Home,1.664 €,Sí,Grup A,Louis Moreau,No,1664,1974-02-13,51,5%,1747.2
Michel,Dubois Dubois,França,Lió,4,9,1979,Home,1.095 €,No,Grup A,Michel Dubois Dubois,No,1095,1979-09-04,46,5%,1149.75
Louis,Dubois Girard,França,Lió,21,11,1950,Home,1.085 €,No,Grup A,Louis Dubois Girard,No,1085,1950-11-21,74,5%,1139.25
Antoine,Lefevre,França,Lió,17,6,1999,Home,1.241 €,No,Grup A,Antoine Lefevre,No,1241,1999-06-17,26,5%,1303.05
Jean,Girard Lefevre,França,Lió,28,12,1960,Home,930 €,No,Grup A,Jean Girard Lefevre,No,930,1960-12-28,64,5%,976.5
Jean,Dubois,França,Lió,13,2,1960,Home,1.001 €,Sí,Grup A,Jean Dubois,No,1001,1960-02-13,65,5%,1051.05
Jean,Dubois,França,Marsella,16,12,1964,Home,1.593 €,Sí,Grup A,Jean Dubois,No,1593,1964-12-16,60,5%,1672.65
Jean,Lefevre,França,Marsella,8,10,1959,Home,780 €,No,Grup A,Jean Lefevre,No,780,1959-10-08,66,5%,819.0
Sophie,Moreau Dubois,França,Marsella,27,4,1956,Dona,1.506 €,No,Grup A,Sophie Moreau Dubois,No,1506,1956-04-27,69,5%,1581.3
Louis,Girard Lefevre,França,Marsella,26,3,1983,Home,1.009 €,Sí,Grup A,Louis Girard Lefevre,No,1009,1983-03-26,42,5%,1059.45
Jean,Moreau Girard,França,Marsella,12,11,1989,Home,866 €,No,Grup A,Jean Moreau Girard,No,866,1989-11-12,35,5%,909.3
Jean,Dubois,França,Marsella,24,11,1970,Home,1.045 €,No,Grup A,Jean Dubois,No,1045,1970-11-24,54,5%,1097.25
Chloé,Moreau,França,Marsella,5,5,1976,Dona,1.173 €,Sí,Grup A,Chloé Moreau,No,1173,1976-05-05,49,5%,1231.65
Michel,Lefevre,França,Marsella,28,1,1988,Home,1.120 €,No,Grup A,Michel Lefevre,No,1120,1988-01-28,37,5%,1176.0
Chloé,Girard Girard,França,Marsella,17,12,1956,Dona,1.433 €,No,Grup A,Chloé Girard Girard,No,1433,1956-12-17,68,5%,1504.65
Chloé,Girard,França,París,5,10,1952,Dona,741 €,Sí,Grup A,Chloé Girard,No,741,1952-10-05,73,5%,778.05
Élise,Moreau,França,París,25,7,2001,Dona,930 €,No,Grup A,Élise Moreau,No,930,2001-07-25,24,5%,976.5
Camille,Moreau,França,París,6,2,1957,Dona,797 €,No,Grup A,Camille Moreau,No,797,1957-02-06,68,5%,836.85
Louis,Dubois Dubois,França,París,22,9,1964,Home,1.000 €,No,Grup A,Louis Dubois Dubois,No,1000,1964-09-22,61,5%,1050.0
Michel,Girard,França,París,12,3,2004,Home,1.518 €,Sí,Grup A,Michel Girard,No,1518,2004-03-12,21,5%,1593.9
Louis,Lefevre Girard,França,París,23,10,1970,Home,737 €,Sí,Grup A,Louis Lefevre Girard,No,737,1970-10-23,55,5%,773.85
Élise,Moreau Moreau,França,París,10,6,1992,Dona,1.378 €,No,Grup A,Élise Moreau Moreau,No,1378,1992-06-10,33,5%,1446.9
Alessia,Rossi,Itàlia,Milà,6,12,1989,Dona,1.366 €,No,Grup A,Alessia Rossi,No,1366,1989-12-06,35,5%,1434.3
Giulia,Russo Conti,Itàlia,Milà,25,2,1971,Dona,1.044 €,No,Grup A,Giulia Russo Conti,No,1044,1971-02-25,54,5%,1096.2
Alessandro,Russo Ferrari,Itàlia,Roma,13,8,1965,Home,940 €,No,Grup A,Alessandro Russo Ferrari,No,940,1965-08-13,60,5%,987.0
Francesca,Conti,Itàlia,Roma,10,8,1955,Dona,810 €,Sí,Grup A,Francesca Conti,No,810,1955-08-10,70,5%,850.5
Marco,Rossi,Itàlia,Torí,3,11,2002,Altres,1.494 €,No,Grup A,Marco Rossi,No,1494,2002-11-03,23,5%,1568.7
Alessandro,Ferrari,Itàlia,Torí,13,4,1972,Altres,1.334 €,Sí,Grup A,Alessandro Ferrari,No,1334,1972-04-13,53,5%,1400.7
Francesca,Ferrari,Itàlia,Torí,25,3,1999,Dona,1.045 €,Sí,Grup A,Francesca Ferrari,No,1045,1999-03-25,26,5%,1097.25
Alessia,Russo,Itàlia,Torí,28,11,1954,Dona,969 €,Sí,Grup A,Alessia Russo,No,969,1954-11-28,70,5%,1017.45
Francesca,Russo,Itàlia,Torí,9,11,1986,Dona,1.344 €,Sí,Grup A,Francesca Russo,No,1344,1986-11-09,38,5%,1411.2
Alessandro,Ferrari,Itàlia,Torí,22,7,2003,Home,1.443 €,Sí,Grup A,Alessandro Ferrari,No,1443,2003-07-22,22,5%,1515.15
Alessia,Russo Russo,Itàlia,Torí,18,5,1995,Dona,1.162 €,No,Grup A,Alessia Russo Russo,No,1162,1995-05-18,30,5%,1220.1
Giovanni,Rossi Ferrari,Itàlia,Torí,14,6,1991,Home,1.022 €,No,Grup A,Giovanni Rossi Ferrari,No,1022,1991-06-14,34,5%,1073.1
Francesca,Rossi Russo,Itàlia,Torí,1,9,1994,Dona,1.254 €,No,Grup A,Francesca Rossi Russo,No,1254,1994-09-01,31,5%,1316.7
Youssef,Bennani,Marroc,Casablanca,20,9,1957,Home,780 €,Sí,Grup A,Youssef Bennani,No,780,1957-09-20,68,5%,819.0
Youssef,Fassi Zahraoui,Marroc,Casablanca,8,3,2003,Home,1.239 €,Sí,Grup A,Youssef Fassi Zahraoui,No,1239,2003-03-08,22,5%,1300.95
Amina,Zahraoui Fassi,Marroc,Casablanca,20,1,1984,Dona,1.107 €,No,Grup A,Amina Zahraoui Fassi,No,1107,1984-01-20,41,5%,1162.35
Salma,El Amrani,Marroc,Casablanca,12,10,1987,Dona,1.414 €,No,Grup A,Salma El Amrani,No,1414,1987-10-12,38,5%,1484.7
Salma,Zahraoui,Marroc,Casablanca,20,12,1971,Dona,1.399 €,Sí,Grup A,Salma Zahraoui,No,1399,1971-12-20,53,5%,1468.95
Amina,Fassi,Marroc,Casablanca,13,12,1971,,1.460 €,No,Grup A,Amina Fassi,No,1460,1971-12-13,53,5%,1533.0
Youssef,Zahraoui,Marroc,Casablanca,2,3,1998,Home,1.599 €,No,Grup A,Youssef Zahraoui,No,1599,1998-03-02,27,5%,1678.95
Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Dona,1.136 €,Sí,Grup A,Khadija El Amrani,No,1136,1998-09-13,27,5%,1192.8
Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Home,1.510 €,No,Grup A,Ali Bennani Fassi,No,1510,1983-12-14,41,5%,1585.5
Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Dona,1.454 €,No,Grup A,Amina Zahraoui Zahraoui,No,1454,1973-04-20,52,5%,1526.7
Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Dona,1.216 €,No,Grup A,Fatima Zahraoui Zahraoui,No,1216,1993-02-06,32,5%,1276.8
Fatima,Fassi,Marroc,Rabat,6,11,2005,Altres,1.441 €,Sí,Grup A,Fatima Fassi,No,1441,2005-11-06,19,5%,1513.05
Mohamed,Zahraoui,Marroc,Rabat,18,11,1950,Home,1.496 €,No,Grup A,Mohamed Zahraoui,No,1496,1950-11-18,74,5%,1570.8
Salma,Zahraoui El Amrani,Marroc,Rabat,28,9,1950,Dona,1.141 €,No,Grup A,Salma Zahraoui El Amrani,No,1141,1950-09-28,75,5%,1198.05
Amina,El Amrani,Marroc,Rabat,25,1,1959,Dona,854 €,Sí,Grup A,Amina El Amrani,No,854,1959-01-25,66,5%,896.7
Youssef,Fassi El Amrani,Marroc,Rabat,26,5,1968,Home,995 €,Sí,Grup A,Youssef Fassi El Amrani,No,995,1968-05-26,57,5%,1044.75
Fatima,Zahraoui El Amrani,Marroc,Rabat,27,1,1986,Dona,1.312 €,No,Grup A,Fatima Zahraoui El Amrani,No,1312,1986-01-27,39,5%,1377.6
Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Altres,1.109 €,Sí,Grup A,Youssef Fassi Zahraoui,No,1109,1974-07-13,51,5%,1164.45
Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,,1.271 €,Sí,Grup A,Omar Zahraoui Zahraoui,No,1271,1983-07-01,42,5%,1334.55
Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Home,1.619 €,No,Grup A,Youssef Bennani El Amrani,No,1619,1960-09-05,65,5%,1699.95
Miguel,González,Mèxic,Ciutat de Mèxic,22,3,2002,Home,1.531 €,No,Grup A,Miguel González,No,1531,2002-03-22,23,5%,1607.55
Gabriela,Cruz González,Mèxic,Ciutat de Mèxic,3,1,1955,Dona,1.033 €,Sí,Grup A,Gabriela Cruz González,No,1033,1955-01-03,70,5%,1084.65
José,González,Mèxic,Ciutat de Mèxic,16,8,1973,Home,1.026 €,No,Grup A,José González,No,1026,1973-08-16,52,5%,1077.3
Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1.665 €,No,Grup A,Miguel Ramírez,No,1665,2005-04-26,20,5%,1748.25
José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1.430 €,No,Grup A,José Cruz González,No,1430,1983-10-24,42,5%,1501.5
Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1.292 €,Sí,Grup A,Camila Cruz Cruz,No,1292,1954-07-19,71,5%,1356.6
Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1.529 €,Sí,Grup A,Carlos Ramírez Cruz,No,1529,1971-12-28,53,5%,1605.45
Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,687 €,No,Grup A,Luisa González Hernández,No,687,2005-04-19,20,5%,721.35
Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1.457 €,Sí,Grup A,Andrés Ramírez Hernández,No,1457,1956-09-02,69,5%,1529.85
Camila,Hernández Ramírez,Mèxic,Guadalajara,17,12,1996,Dona,1.170 €,Sí,Grup A,Camila Hernández Ramírez,No,1170,1996-12-17,28,5%,1228.5
José,Hernández,Mèxic,Guadalajara,12,1,1992,Altres,1.372 €,No,Grup A,José Hernández,No,1372,1992-01-12,33,5%,1440.6
Miguel,González,Mèxic,Guadalajara,15,9,1955,Home,1.174 €,No,Grup A,Miguel González,No,1174,1955-09-15,70,5%,1232.7
Miguel,Cruz,Mèxic,Guadalajara,28,9,1955,Home,1.256 €,Sí,Grup A,Miguel Cruz,No,1256,1955-09-28,70,5%,1318.8
María,Cruz,Mèxic,Guadalajara,23,6,1978,Dona,746 €,Sí,Grup A,María Cruz,No,746,1978-06-23,47,5%,783.3
Gabriela,Cruz,Mèxic,Guadalajara,27,1,1955,Dona,1.396 €,No,Grup A,Gabriela Cruz,No,1396,1955-01-27,70,5%,1465.8
Camila,Cruz Cruz,Mèxic,Guadalajara,2,1,1952,Dona,839 €,No,Grup A,Camila Cruz Cruz,No,839,1952-01-02,73,5%,880.95
Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Dona,722 €,No,Grup A,Luisa Cruz Ramírez,No,722,1985-02-19,40,5%,758.1
Beatriz,Ferreira Ferreira,Portugal,Lisboa,17,11,1952,,974 €,No,Grup A,Beatriz Ferreira Ferreira,No,974,1952-11-17,72,5%,1022.7
João,Oliveira Ferreira,Portugal,Lisboa,21,3,1985,Home,1.225 €,No,Grup A,João Oliveira Ferreira,No,1225,1985-03-21,40,5%,1286.25
Miguel,Silva,Portugal,Lisboa,12,6,1971,,897 €,No,Grup A,Miguel Silva,No,897,1971-06-12,54,5%,941.85
Inês,Silva,Portugal,Lisboa,20,8,1990,Dona,1.121 €,Sí,Grup A,Inês Silva,No,1121,1990-08-20,35,5%,1177.05
João,Oliveira,Portugal,Lisboa,1,7,1979,Home,1.276 €,No,Grup A,João Oliveira,No,1276,1979-07-01,46,5%,1339.8
João,Silva,Portugal,Lisboa,2,7,1994,Home,1.634 €,No,Grup A,João Silva,No,1634,1994-07-02,31,5%,1715.7
Tiago,Ferreira Pereira,Portugal,Lisboa,15,3,1959,Altres,1.263 €,No,Grup A,Tiago Ferreira Pereira,No,1263,1959-03-15,66,5%,1326.15
Inês,Oliveira Ferreira,Portugal,Lisboa,2,5,1970,Dona,687 €,No,Grup A,Inês Oliveira Ferreira,No,687,1970-05-02,55,5%,721.35
Tiago,Ferreira,Portugal,Porto,22,11,1993,Home,1.246 €,Sí,Grup A,Tiago Ferreira,No,1246,1993-11-22,31,5%,1308.3
Tiago,Silva Pereira,Portugal,Porto,24,3,1980,Home,1.431 €,No,Grup A,Tiago Silva Pereira,No,1431,1980-03-24,45,5%,1502.55
Tiago,Oliveira,Portugal,Porto,22,3,1989,Home,1.354 €,Sí,Grup A,Tiago Oliveira,No,1354,1989-03-22,36,5%,1421.7
Miguel,Ferreira,Portugal,Porto,19,2,1990,Home,1.202 €,No,Grup A,Miguel Ferreira,No,1202,1990-02-19,35,5%,1262.1
Inês,Silva Oliveira,Portugal,Porto,11,2,1986,Dona,953 €,No,Grup A,Inês Silva Oliveira,No,953,1986-02-11,39,5%,1000.65
Miguel,Oliveira Pereira,Portugal,Porto,19,4,1958,Home,1.030 €,No,Grup A,Miguel Oliveira Pereira,No,1030,1958-04-19,67,5%,1081.5
Sophie,Taylor,Regne Unit,Londres,27,2,1983,Dona,1.469 €,No,Grup A,Sophie Taylor,No,1469,1983-02-27,42,5%,1542.45
Oliver,Jones,Regne Unit,Londres,1,6,1959,Home,911 €,Sí,Grup A,Oliver Jones,No,911,1959-06-01,66,5%,956.55
George,Taylor Taylor,Regne Unit,Londres,8,9,1965,Home,1.135 €,Sí,Grup A,George Taylor Taylor,No,1135,1965-09-08,60,5%,1191.75
James,Smith,Regne Unit,Londres,1,6,1954,Home,1.078 €,No,Grup A,James Smith,No,1078,1954-06-01,71,5%,1131.9
William,Brown Smith,Regne Unit,Londres,17,7,1959,Home,1.147 €,Sí,Grup A,William Brown Smith,No,1147,1959-07-17,66,5%,1204.35
Sophie,Jones,Regne Unit,Londres,26,1,1963,Dona,684 €,No,Grup A,Sophie Jones,No,684,1963-01-26,62,5%,718.2
William,Brown,Regne Unit,Londres,24,2,1991,Home,997 €,Sí,Grup A,William Brown,No,997,1991-02-24,34,5%,1046.85
Olivia,Taylor,Regne Unit,Londres,13,9,1992,,1.416 €,Sí,Grup A,Olivia Taylor,No,1416,1992-09-13,33,5%,1486.8
Emily,Taylor,Regne Unit,Londres,24,3,1976,Dona,1.250 €,Sí,Grup A,Emily Taylor,No,1250,1976-03-24,49,5%,1312.5
Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Dona,1.237 €,No,Grup A,Isla Taylor Smith,No,1237,1965-05-07,60,5%,1298.85
William,Taylor,Regne Unit,Londres,11,10,1957,Home,1.017 €,No,Grup A,William Taylor,No,1017,1957-10-11,68,5%,1067.85
George,Brown Jones,Regne Unit,Manchester,27,12,1979,Home,1.130 €,Sí,Grup A,George Brown Jones,No,1130,1979-12-27,45,5%,1186.5
Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Altres,1.023 €,No,Grup A,Olivia Brown Brown,No,1023,1952-08-28,73,5%,1074.15
Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Dona,1.197 €,No,Grup A,Isla Jones Brown,No,1197,1999-03-28,26,5%,1256.85
William,Smith,Regne Unit,Manchester,19,5,1997,Home,1.405 €,Sí,Grup A,William Smith,No,1405,1997-05-19,28,5%,1475.25
